DateTime,Experiment,Iteration,RequestedAngle,RequestedSpeed,voltage,Correction,Deceleration,GyroStartAngle,GyroEndAngle,ActualStartAngle,ActualEndAngle,GyroError,ActualError,StartFoundRobot,EndFoundRobot
2023-08-15 19:31:17.712011,4,3,180,500,8153,0.02,400,0.0,-171.5684,193.9617366444972,180.68614419783523,171.5684,13.27559244666196,True,True

2023-08-15 19:31:27.074508,5,0,180,500,8152,-0.02,500,0.0,-177.7203,180.68614419783523,210.70774492257846,177.7203,30.021600724743223,True,True

2023-08-15 19:31:36.966665,5,1,180,500,8151,-0.02,500,0.0,-178.3566,210.70774492257846,33.85400350068812,178.3566,176.85374142189033,True,True

2023-08-15 19:31:46.203303,5,2,180,500,8152,-0.02,500,0.0,-179.1504,33.85400350068812,214.35433665503967,179.1504,180.50033315435155,True,True

2023-08-15 19:31:55.448487,5,3,180,500,8150,-0.02,500,0.0,-178.2018,214.60076188761278,39.351752626264734,178.2018,175.24900926134805,True,True

2023-08-15 19:32:04.207279,6,0,60,600,8150,-0.02,400,0.0,56.5376,39.16521100315867,94.71153094610156,56.5376,55.546319942942894,True,True

2023-08-15 19:32:13.634441,7,0,210,800,8148,0.02,300,0.0,-140.5099,94.71153094610156,316.02669618005785,140.5099,221.3151652339563,True,True

2023-08-15 19:32:23.046527,7,1,210,800,8149,0.02,300,0.0,-139.9249,316.22757883213455,179.03982543333365,139.9249,137.1877533988009,True,True

2023-08-15 19:32:31.807104,8,0,45,600,8149,-0.02,300,0.0,41.15063,179.0451587461278,215.67640822186198,41.15063,36.631249475734165,True,True

2023-08-15 19:32:40.505727,8,1,45,600,8146,-0.02,300,0.0,39.05518,215.67640822186198,255.89011161181645,39.05518,40.213703389954475,True,True

2023-08-15 19:32:49.684875,9,0,45,500,8148,-0.02,400,0.0,41.10779,255.89011161181645,297.2235943546416,41.10779,41.33348274282514,True,True

2023-08-15 19:32:57.815983,10,0,0,600,8146,-0.01,500,0.0,0.0002441406,297.0894830256058,297.0894830256058,0.0002441406,0.0,True,True

2023-08-15 19:33:06.025521,10,1,0,600,8147,-0.01,500,0.0,-0.0006103516,297.0894830256058,297.0894830256058,0.0006103516,0.0,True,True

2023-08-15 19:33:14.424365,10,2,0,600,8147,-0.01,500,0.0,-0.0002441406,297.0894830256058,297.0894830256058,0.0002441406,0.0,True,True

2023-08-15 19:33:22.475840,10,3,0,600,8146,-0.01,500,0.0,0.0001220703,297.0894830256058,297.0894830256058,0.0001220703,0.0,True,True

2023-08-15 19:33:31.086574,11,0,330,600,8147,0,400,0.0,-25.67017,297.0894830256058,270,25.67017,27.089483025605773,True,True

2023-08-15 19:33:40.326412,12,0,270,700,8145,-0.02,200,0.0,-90.18982,270,180.0,90.18982,90.0,True,True

2023-08-15 19:33:49.453592,12,1,270,700,8146,-0.02,200,0.0,-90.41479,180.0,90,90.41479,90.0,True,True

2023-08-15 19:33:58.628358,12,2,270,700,8144,-0.02,200,0.0,-90.26379,90,-0.0,90.26379,90.0,True,True

2023-08-15 19:34:07.871971,12,3,270,700,8144,-0.02,200,0.0,-90.11084,-0.0,270.6193897032181,90.11084,270.6193897032181,True,True

2023-08-15 19:34:16.689166,13,0,60,800,8142,0,500,0.0,56.27563,270.6193897032181,328.3351063410459,56.27563,57.715716637827825,True,True

2023-08-15 19:34:25.391839,13,1,60,800,8144,0,500,0.0,55.31812,328.3351063410459,180.0,55.31812,148.3351063410459,True,True

2023-08-15 19:34:34.325216,13,2,60,800,8143,0,500,0.0,55.43738,180.0,78.03289762341504,55.43738,101.96710237658496,True,True

2023-08-15 19:34:43.144196,13,3,60,800,8143,0,500,0.0,55.6543,78.03289762341504,133.71747291728983,55.6543,55.684575293874786,True,True

2023-08-15 19:34:52.268351,14,0,120,300,8142,-0.01,300,0.0,116.4631,133.50936816473768,247.63633398452652,116.4631,114.12696581978884,True,True

2023-08-15 19:35:01.267382,15,0,240,500,8140,0.01,400,0.0,-111.5675,247.63633398452652,137.76678840116952,111.5675,109.869545583357,True,True

2023-08-15 19:35:10.508730,15,1,240,500,8142,0.01,400,0.0,-111.1541,137.563770211465,180.0,111.1541,42.436229788535,True,True

2023-08-15 19:35:19.516611,16,0,330,600,8141,0.01,300,0.0,-21.6084,180.0,-0.0,21.6084,180.0,True,True

2023-08-15 19:35:28.219405,16,1,330,600,8140,0.01,300,0.0,-22.03796,-0.0,342.89727103094765,22.03796,342.89727103094765,True,True

2023-08-15 19:35:37.027498,16,2,330,600,8140,0.01,300,0.0,-22.85449,342.89727103094765,320.751402090366,22.85449,22.145868940581636,True,True

2023-08-15 19:35:45.489887,16,3,330,600,8140,0.01,300,0.0,-22.4375,320.751402090366,297.34987578006985,22.4375,23.401526310296163,True,True

2023-08-15 19:35:54.373332,17,0,270,300,8140,0.02,400,0.0,-78.90527,297.34987578006985,217.1683104658389,78.90527,80.18156531423094,True,True

2023-08-15 19:36:03.370655,17,1,270,300,8138,0.02,400,0.0,-78.0542,217.1683104658389,142.28402365441684,78.0542,74.88428681142207,True,True

2023-08-15 19:36:12.543028,17,2,270,300,8138,0.02,400,0.0,-78.55591,142.28402365441684,63.16907704441841,78.55591,79.11494660999844,True,True

2023-08-15 19:36:21.427017,17,3,270,300,8138,0.02,400,0.0,-79.46167,63.30108042279502,343.93129916853377,79.46167,280.6302187457388,True,True

2023-08-15 19:36:30.607246,18,0,210,700,8137,-0.01,500,0.0,-147.3376,344.2192466904846,194.3354354195201,147.3376,149.88381127096451,True,True

2023-08-15 19:36:39.669192,19,0,210,800,8136,0,500,0.0,-145.8042,194.03624346792648,52.53944513950931,145.8042,141.49679832841719,True,True

2023-08-15 19:36:48.962733,19,1,210,800,8136,0,500,0.0,-144.8086,52.53944513950931,269.07096068057797,144.8086,216.53151554106864,True,True

2023-08-15 19:36:57.790011,20,0,330,300,8134,-0.01,300,0.0,-29.71313,269.07096068057797,237.13904651383345,29.71313,31.93191416674452,True,True

2023-08-15 19:37:06.967268,21,0,120,300,8135,0.01,500,0.0,111.9102,238.4710119622466,0.3113870402748284,111.9102,238.15962492197175,True,True

2023-08-15 19:37:16.146790,21,1,120,300,8134,0.01,500,0.0,113.4683,0.3113870402748284,103.59094844784133,113.4683,103.2795614075665,True,True

2023-08-15 19:37:25.743352,21,2,120,300,8134,0.01,500,0.0,114.0781,103.59094844784133,214.60076188761278,114.0781,111.00981343977145,True,True

2023-08-15 19:37:35.166239,21,3,120,300,8133,0.01,500,0.0,113.4543,214.60076188761278,330.03781590358227,113.4543,115.4370540159695,True,True

2023-08-15 19:37:44.231297,22,0,210,700,8132,0.02,500,0.0,-138.752,330.03781590358227,188.69910208462608,138.752,141.3387138189562,True,True

2023-08-15 19:37:53.407368,22,1,210,700,8132,0.02,500,0.0,-138.6904,188.7461622625552,53.36588612403259,138.6904,135.38027613852262,True,True

2023-08-15 19:38:03.193608,22,2,210,700,8132,0.02,500,0.0,-139.5361,53.36588612403259,273.0940580589171,139.5361,219.7281719348845,True,True

2023-08-15 19:38:12.607262,22,3,210,700,8132,0.02,500,0.0,-138.6501,273.07745539942437,137.34164546219915,138.6501,135.7358099372252,True,True

2023-08-15 19:38:22.265374,23,0,150,700,8130,0.01,200,0.0,143.7803,137.34164546219915,278.2158744151031,143.7803,140.87422895290393,True,True

2023-08-15 19:38:31.866540,23,1,150,700,8130,0.01,200,0.0,143.8303,278.2158744151031,62.50447272684363,143.8303,215.71140168825946,True,True

2023-08-15 19:38:39.981441,24,0,0,300,8129,0.03,400,0.0,0.0,62.50447272684363,62.50447272684363,0.0,0.0,True,True

2023-08-15 19:38:48.086599,24,1,0,300,8130,0.03,400,0.0,0.0002441406,62.50447272684363,62.10272896905237,0.0002441406,0.4017437577912588,True,True

2023-08-15 19:38:56.830583,25,0,60,200,8129,0.02,400,0.0,53.41797,62.50447272684363,116.43086926896217,53.41797,53.92639654211854,True,True

2023-08-15 19:39:05.648532,26,0,330,600,8129,-0.01,200,0.0,-27.51318,116.69891957720498,87.78524487268078,27.51318,28.913674704524198,True,True

2023-08-15 19:39:14.395658,27,0,45,400,8129,0.02,400,0.0,40.42334,88.41764607738139,129.31034065021083,40.42334,40.89269457282944,True,True

2023-08-15 19:39:23.107226,27,1,45,400,8128,0.02,400,0.0,39.66724,129.31034065021083,168.44677480771495,39.66724,39.13643415750411,True,True

2023-08-15 19:39:31.685570,27,2,45,400,8129,0.02,400,0.0,39.80249,168.14325272260476,205.8910142790935,39.80249,37.74776155648874,True,True

